ID,Description,NGenes,Direction,PValue,FDR
WP4666,Hepatitis B infection,135,Down,0.1869368749061054,0.45471131733917525
WP2875,Constitutive androstane receptor pathway,19,Up,0.18812556709374267,0.45539740297311
WP2857,Mesodermal commitment pathway,123,Up,0.18848392511942608,0.45539740297311
WP4856,Intracellular trafficking proteins involved in CMT neuropathy,26,Up,0.19023416178243055,0.45808895144933115
WP4197,Immune response to tuberculosis,22,Down,0.19122798345778977,0.4589471602986954
WP5485,Post COVID neuroinflammation,15,Down,0.19274798806018462,0.46105831031007616
WP3942,PPAR signaling,40,Up,0.19352595647897136,0.4613863863074814
WP5192,Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids,13,Down,0.1955136433199338,0.46194079496055623
WP4313,Ferroptosis,62,Down,0.19555675621238022,0.46194079496055623
WP4222,Phosphodiesterases in neuronal function,45,Up,0.19606635457454194,0.46194079496055623
WP2023,Cell differentiation expanded index,18,Up,0.19670346834414468,0.46194079496055623
WP5563,RNA Polymerase II transcription the preinitiation complex,57,Down,0.19785286916533873,0.46194079496055623
WP5560,Lupus therapies,21,Down,0.19855749231647246,0.46194079496055623
WP5216,Warburg effect modulated by deubiquitinating enzymes and their substrates,25,Down,0.1988012689374715,0.46194079496055623
WP2011,SREBF and miR33 in cholesterol and lipid homeostasis,16,Up,0.1989034332827062,0.46194079496055623
WP254,Apoptosis,82,Down,0.1995327600454625,0.46194079496055623
WP5028,Glycine metabolism including IMDs,15,Up,0.20034960057599133,0.46234523209844147
WP22,IL9 signaling,16,Down,0.20251517141002923,0.46548493599339363
WP395,IL4 signaling,49,Down,0.20300315264156335,0.46548493599339363
WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,86,Up,0.206060808317265,0.4709961332966057
WP4874,CAMKK2 pathway,101,Up,0.2080174974072011,0.4728581812006429
WP4758,Nephrotic syndrome,39,Down,0.2081889492230608,0.4728581812006429
WP4533,Transcription co factors SKI and SKIL protein partners,18,Down,0.21023309703286927,0.47599946498008133
WP465,Tryptophan metabolism,28,Up,0.21286279492955423,0.47858769699221976
WP4329,miRNA role in immune response in sepsis,40,Down,0.21314398673968,0.47858769699221976
WP143,Fatty acid beta oxidation,32,Up,0.21337034824236467,0.47858769699221976
WP4324,Mitochondrial complex I assembly model OXPHOS system,56,Down,0.21605894405157597,0.48276366227585027
WP262,Ebstein Barr virus LMP1 signaling,22,Down,0.21657314293763838,0.48276366227585027
WP5173,Disorders of galactose metabolism,10,Down,0.22110158104286162,0.49133684676191475
WP3851,TLR4 signaling and tolerance,27,Down,0.22370164267807424,0.4955851776252722
WP3591,Sleep regulation,26,Up,0.22625363143137506,0.49924522995306475
WP3858,Toll like receptor signaling related to MyD88,31,Down,0.22767030740294125,0.49924522995306475
WP4259,Disorders of folate metabolism and transport,18,Down,0.22775355149155727,0.49924522995306475
WP477,Cytoplasmic ribosomal proteins,87,Up,0.2281273342424421,0.49924522995306475
WP5408,15q25 copy number variation,40,Up,0.23068486523075638,0.5012706408452806
WP23,B cell receptor signaling,90,Down,0.23133377817457088,0.5012706408452806
WP49,IL2 signaling,36,Down,0.232196614822898,0.5012706408452806
WP4815,Glycosaminoglycan degradation,16,Down,0.23271232246542128,0.5012706408452806
WP3580,Methionine de novo and salvage pathway,19,Down,0.2328576457456061,0.5012706408452806
WP5289,Axon guidance,67,Up,0.2336342661133145,0.5012706408452806
WP3995,Prion disease pathway,32,Down,0.23392629906113094,0.5012706408452806
WP4205,MET in type 1 papillary renal cell carcinoma,55,Down,0.2351109856365821,0.5023142719832021
WP5469,Hallmark of cancer metastasis and epithelial to mesenchymal transition,20,Down,0.23676013156361103,0.504341108656213
WP5275,Ether lipid biosynthesis,17,Up,0.23808393024385865,0.5050967803434249
WP4947,Nitric oxide metabolism in cystic fibrosis,12,Down,0.23851792405106176,0.5050967803434249
WP313,Hepatocyte growth factor receptor signaling,34,Down,0.24057846576344416,0.507954202705941
WP247,Small ligand GPCRs,14,Down,0.241278246285322,0.507954202705941
