Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol,Entrez Gene ID
ENSG00000290057,9.04,-0.0431,0.165,0.282,NA,NA,NA
ENSG00000158423,8.65,-0.0369,0.164,0.282,NA,RIBC1,158787
ENSG00000236144,178,-0.0936,0.126,0.282,0.508,TMEM147-AS1,100506469
ENSG00000285402,22.3,0.0537,0.166,0.282,0.508,NA,NA
ENSG00000227001,10.3,0.0441,0.165,0.282,NA,NA,NA
ENSG00000038532,941,0.0591,0.0614,0.282,0.508,CLEC16A,23274
ENSG00000300728,8.6,-0.0417,0.165,0.282,NA,NA,NA
ENSG00000261542,15,-0.0527,0.165,0.282,NA,NA,NA
ENSG00000307218,6.68,-0.037,0.164,0.282,NA,NA,NA
ENSG00000310011,19.3,0.0578,0.166,0.282,0.509,NA,NA
ENSG00000144596,15.4,0.0546,0.166,0.282,NA,GRIP2,80852
ENSG00000133226,3250,-0.0478,0.0461,0.282,0.509,SRRM1,10250
ENSG00000118961,662,-0.0692,0.0718,0.283,0.509,LDAH,60526
ENSG00000229109,31.5,0.0635,0.166,0.283,0.509,FRMD3-AS1,102723989
ENSG00000152056,566,0.0785,0.0858,0.283,0.509,AP1S3,130340
ENSG00000250241,76.8,0.088,0.155,0.283,0.509,PCDH10-DT,101927359
ENSG00000100902,1970,-0.0477,0.0464,0.283,0.509,PSMA6,5687
ENSG00000100170,20.4,0.0462,0.165,0.283,0.509,SLC5A1,6523
ENSG00000155463,1630,-0.054,0.0534,0.283,0.509,OXA1L,5018
ENSG00000115540,1340,0.0662,0.0681,0.283,0.509,MOB4,25843
ENSG00000113790,94.5,0.0941,0.139,0.283,0.51,EHHADH,1962
ENSG00000215246,6.81,-0.00437,0.162,0.283,NA,LINC02982,100506688
ENSG00000261652,30.2,-0.0699,0.165,0.283,0.51,PIERCE2,145788
ENSG00000135763,349,-0.0816,0.0918,0.283,0.51,URB2,9816
ENSG00000178149,258,-0.0877,0.105,0.283,0.51,DALRD3,55152
ENSG00000270127,9.79,0.0429,0.165,0.283,NA,NA,NA
ENSG00000164002,131,-0.0935,0.134,0.283,0.51,EXO5,64789
ENSG00000272335,112,0.0928,0.141,0.284,0.51,NA,NA
ENSG00000258653,22,0.0555,0.166,0.284,0.51,NA,NA
ENSG00000289306,30.2,-0.0705,0.164,0.284,0.51,NA,NA
ENSG00000108528,605,-0.0785,0.0865,0.284,0.51,SLC25A11,8402
ENSG00000213516,381,-0.0796,0.0884,0.284,0.51,RBMXL1,494115
ENSG00000180953,77.1,0.0904,0.151,0.284,0.51,ST20,400410
ENSG00000188368,34.5,-0.0738,0.164,0.284,0.51,PRR19,284338
ENSG00000288784,29,0.0212,0.163,0.284,0.51,CTAGE4,100128553
ENSG00000172146,50.6,-0.0836,0.16,0.284,0.51,OR1A1,8383
ENSG00000277605,7.83,0.0429,0.165,0.284,NA,NA,NA
ENSG00000115137,148,-0.0934,0.129,0.284,0.51,DNAJC27,51277
ENSG00000254843,16.9,-0.0585,0.166,0.284,NA,NA,NA
ENSG00000293241,3250,0.0948,0.136,0.284,0.511,GTF2IP4,100093631
ENSG00000113924,20.4,0.0645,0.166,0.284,0.511,HGD,3081
ENSG00000266710,10.3,-0.047,0.165,0.284,NA,RN7SL48P,106481825
ENSG00000242419,124,-0.0939,0.137,0.284,0.511,PCDHGC4,56098
ENSG00000198841,161,-0.0923,0.121,0.284,0.511,KTI12,112970
ENSG00000245526,171,-0.0923,0.122,0.284,0.511,MIR9-2HG; LINC02060,645323; 102546226
ENSG00000143870,9640,0.0322,0.0307,0.284,0.511,PDIA6,10130
ENSG00000277945,12.8,0.045,0.165,0.284,NA,NA,NA
ENSG00000248802,7.45,-0.0366,0.164,0.284,NA,NA,NA
ENSG00000090520,2600,0.0493,0.0479,0.284,0.511,DNAJB11,51726
ENSG00000171503,569,0.0754,0.0811,0.284,0.511,ETFDH,2110
ENSG00000287249,9.68,0.0432,0.165,0.284,NA,NA,NA
ENSG00000286401,15.8,-0.0516,0.165,0.285,NA,NA,NA
ENSG00000179023,14.5,0.055,0.166,0.285,NA,KLHDC7A,127707
ENSG00000147604,15900,-0.0458,0.0449,0.285,0.512,RPL7,6129
ENSG00000078674,4460,-0.0405,0.0388,0.285,0.512,PCM1,5108
ENSG00000136014,67.2,0.0888,0.153,0.285,0.512,USP44,84101
ENSG00000161652,11.9,0.0508,0.165,0.285,NA,IZUMO2,126123
ENSG00000105058,1380,-0.0573,0.057,0.285,0.512,FAM32A,26017
ENSG00000254470,489,-0.0791,0.0879,0.285,0.512,AP5B1,91056
ENSG00000172775,1390,-0.0519,0.0514,0.285,0.512,PSME3IP1,80011
ENSG00000117472,18,0.0552,0.166,0.285,NA,TSPAN1,10103
ENSG00000153283,9.52,0.0439,0.165,0.285,NA,CD96,10225
ENSG00000264672,12.9,-0.0439,0.165,0.285,NA,SEPTIN4-AS1,101927688
ENSG00000183036,9.75,-0.0469,0.165,0.285,NA,PCP4,5121
ENSG00000075188,337,-0.0847,0.0991,0.286,0.513,NUP37,79023
ENSG00000131116,494,-0.0791,0.0882,0.286,0.513,ZNF428,126299
ENSG00000234420,44.8,0.0794,0.162,0.286,0.513,NA,NA
ENSG00000074416,524,0.0718,0.0763,0.286,0.513,MGLL,11343
ENSG00000226887,56,-0.0867,0.155,0.286,0.513,ERVMER34-1,100288413
ENSG00000249307,59.3,-0.0855,0.157,0.286,0.513,NA,NA
ENSG00000105974,6300,-0.0531,0.0528,0.286,0.513,CAV1,857
ENSG00000069509,248,0.088,0.107,0.286,0.513,FUNDC1,139341
ENSG00000162302,444,-0.077,0.0846,0.286,0.513,RPS6KA4,8986
ENSG00000130038,33.6,-0.075,0.163,0.286,0.513,CRACR2A,84766
ENSG00000290737,52.7,0.085,0.157,0.286,0.513,NA,NA
ENSG00000099814,1100,0.0617,0.0629,0.286,0.513,CEP170B,283638
ENSG00000131378,1400,0.0674,0.0703,0.286,0.513,RFTN1,23180
ENSG00000255837,31.1,-0.0738,0.164,0.286,0.513,TAS2R20,259295
ENSG00000118705,7670,-0.0413,0.0372,0.286,0.513,RPN2,6185
ENSG00000289189,41.8,0.0746,0.164,0.286,0.513,LOC105375170,105375170
ENSG00000255176,25.5,-0.0647,0.165,0.286,0.513,NA,NA
ENSG00000257365,415,-0.0807,0.0913,0.286,0.513,FNTB; CHURC1-FNTB,2342; 100529261
ENSG00000254585,162,0.0922,0.122,0.286,0.513,MAGEL2,54551
ENSG00000071189,1200,0.0634,0.0651,0.287,0.513,SNX13,23161
ENSG00000173698,17.3,0.0588,0.165,0.287,NA,ADGRG2,10149
ENSG00000307967,10.4,0.0404,0.164,0.287,NA,NA,NA
ENSG00000273391,10.5,-0.0467,0.165,0.287,NA,NA,NA
ENSG00000151572,1490,-0.0505,0.0507,0.287,0.514,ANO4,121601
ENSG00000136319,441,-0.077,0.0848,0.287,0.514,TTC5,91875
ENSG00000175449,27.2,-0.0651,0.165,0.287,0.514,RFESD,317671
ENSG00000284526,26.4,-0.0647,0.165,0.287,0.514,LOC122455342,122455342
ENSG00000156026,783,0.0645,0.0666,0.287,0.514,MCU,90550
ENSG00000260280,159,-0.0924,0.139,0.287,0.514,SLX1B-SULT1A4,100526831
ENSG00000204967,270,-0.0917,0.12,0.287,0.514,PCDHA4,56144
ENSG00000109684,9.19,0.0355,0.164,0.287,NA,CLNK,116449
ENSG00000125734,381,0.08,0.0898,0.287,0.514,GPR108,56927
ENSG00000155959,1070,-0.0599,0.0611,0.287,0.514,VBP1,7411
ENSG00000164332,1140,-0.0639,0.066,0.287,0.514,UBLCP1,134510
ENSG00000285796,219,-0.0881,0.108,0.287,0.514,NA,NA
ENSG00000136261,1790,0.0552,0.0551,0.287,0.514,BZW2,28969
ENSG00000237489,19,-0.0595,0.165,0.288,0.514,C10orf143,387723
ENSG00000101557,3290,0.0519,0.0516,0.288,0.514,USP14,9097
ENSG00000143753,2410,0.0542,0.0539,0.288,0.515,DEGS1,8560
ENSG00000267475,7.29,0.036,0.164,0.288,NA,NA,NA
ENSG00000145214,233,-0.0855,0.107,0.288,0.515,DGKQ,1609
ENSG00000176204,51.7,0.0812,0.161,0.288,0.515,LRRTM4,80059
ENSG00000283010,5.98,-0.031,0.163,0.288,NA,NA,NA
ENSG00000293013,18.2,0.0586,0.165,0.288,NA,NA,NA
ENSG00000258824,14.5,-0.0523,0.165,0.288,NA,NA,NA
ENSG00000197323,2150,0.0669,0.0697,0.288,0.515,TRIM33,51592
ENSG00000251443,23.9,0.0596,0.165,0.288,0.515,LINC02160,105374716
ENSG00000229337,23.4,-0.0619,0.165,0.288,0.515,NA,NA
ENSG00000248540,7.19,0.0375,0.164,0.288,NA,LOC283731,283731
ENSG00000128626,166,-0.0915,0.122,0.288,0.515,MRPS12,6183
ENSG00000290888,22.1,0.0583,0.166,0.288,0.515,NA,NA
ENSG00000185002,10.9,0.0473,0.165,0.288,NA,RFX6,222546
ENSG00000115216,2320,0.0495,0.0489,0.288,0.515,NRBP1,29959
ENSG00000279668,15.7,0.0534,0.165,0.288,NA,NA,NA
ENSG00000303770,16.5,-0.0505,0.165,0.288,NA,NA,NA
ENSG00000105856,1380,0.0486,0.0511,0.288,0.515,HBP1,26959
ENSG00000142751,523,-0.0748,0.0822,0.288,0.515,GPN2,54707
ENSG00000007350,6.35,-0.0387,0.164,0.288,NA,TKTL1,8277
ENSG00000128829,3330,0.049,0.0493,0.288,0.515,EIF2AK4,440275
ENSG00000290374,73.5,-0.0875,0.153,0.288,0.515,FAM86EP,348926
ENSG00000105767,897,-0.0627,0.065,0.288,0.515,CADM4,199731
ENSG00000092841,19200,-0.0447,0.0439,0.289,0.515,MYL6,4637
ENSG00000236882,13,0.0465,0.165,0.289,NA,LINC01554,202299
ENSG00000176723,38,-0.0755,0.163,0.289,0.515,ZNF843,283933
ENSG00000103227,154,-0.0921,0.127,0.289,0.515,LMF1,64788
ENSG00000143771,1060,0.0616,0.0631,0.289,0.515,CNIH4,29097
ENSG00000143612,2580,0.0432,0.0422,0.289,0.515,LTAP1,25912
ENSG00000132669,711,0.0719,0.0769,0.289,0.515,RIN2,54453
ENSG00000119431,117,0.0929,0.132,0.289,0.515,HDHD3,81932
ENSG00000268350,85.6,-0.0329,0.164,0.289,0.515,FAM156A; FAM156B,29057; 727866
ENSG00000178385,533,0.0721,0.0771,0.289,0.515,PLEKHM3,389072
ENSG00000269906,17.4,0.0581,0.165,0.289,NA,NA,NA
ENSG00000186654,147,-0.0928,0.135,0.289,0.515,PRR5,55615
ENSG00000064012,246,-0.0889,0.112,0.289,0.515,CASP8,841
ENSG00000146414,748,0.0694,0.0736,0.289,0.515,SHPRH,257218
ENSG00000182352,8.24,-0.04,0.164,0.289,NA,CD300LD-AS1,146723
ENSG00000279791,7.05,0.035,0.164,0.289,NA,NA,NA
ENSG00000006747,44.8,0.0778,0.162,0.289,0.516,SCIN,85477
ENSG00000280138,207,0.0922,0.128,0.289,0.516,NA,NA
ENSG00000073737,38.8,0.0734,0.164,0.289,0.516,DHRS9,10170
ENSG00000178761,1180,-0.0594,0.0605,0.289,0.516,FAM219B,57184
ENSG00000101898,220,-0.0894,0.113,0.289,0.516,MCTS2,100101490
ENSG00000180332,13.2,-0.0492,0.165,0.289,NA,KCTD4,386618
ENSG00000285651,9.21,-0.0403,0.164,0.29,NA,NA,NA
ENSG00000232613,8,-0.0401,0.164,0.29,NA,LINC02576,102724233
ENSG00000008988,10300,-0.0465,0.0461,0.29,0.516,RPS20,6224
ENSG00000198373,531,-0.0727,0.0791,0.29,0.516,WWP2,11060
ENSG00000299990,8.97,0.0439,0.165,0.29,NA,NA,NA
ENSG00000184524,47.2,0.0819,0.159,0.29,0.516,CEND1,51286
ENSG00000143590,28.2,0.068,0.165,0.29,0.516,EFNA3,1944
ENSG00000288095,17.3,0.0563,0.165,0.29,NA,NA,NA
ENSG00000302189,19.3,0.055,0.165,0.29,0.517,NA,NA
ENSG00000117305,338,-0.0827,0.0963,0.29,0.517,HMGCL,3155
ENSG00000185633,16.2,-0.0556,0.165,0.29,NA,COXFA4L2,56901
ENSG00000185818,80.3,0.0889,0.151,0.29,0.517,NAT8L,339983
ENSG00000187257,592,0.0746,0.0805,0.29,0.517,RSBN1L,222194
ENSG00000296452,7.65,0.036,0.164,0.29,NA,NA,NA
ENSG00000293248,5.09,0.0262,0.163,0.29,NA,NA,NA
ENSG00000248487,78.6,0.0903,0.147,0.29,0.517,ABHD14A,25864
ENSG00000286122,44.3,0.0809,0.16,0.29,0.517,NA,NA
ENSG00000230533,12.8,0.0534,0.165,0.29,NA,NA,NA
ENSG00000198934,102,-0.0919,0.135,0.29,0.517,MAGEE1,57692
ENSG00000106399,172,-0.0899,0.119,0.29,0.517,RPA3,6119
ENSG00000112365,531,-0.0716,0.0771,0.29,0.517,ZBTB24,9841
ENSG00000198354,21,-0.0616,0.165,0.29,0.517,DCAF12L2,340578
ENSG00000217648,13.5,0.0518,0.165,0.29,NA,PARLP2,100131471
ENSG00000188263,8.58,0.0373,0.164,0.291,NA,IL17REL,400935
ENSG00000267571,35.1,0.0689,0.164,0.291,0.517,NA,NA
ENSG00000196388,20.2,-0.0592,0.165,0.291,0.517,INCA1,388324
ENSG00000113013,7240,-0.0401,0.0396,0.291,0.517,HSPA9,3313
ENSG00000172482,9.62,0.0438,0.165,0.291,NA,AGXT,189
ENSG00000092020,739,-0.067,0.0706,0.291,0.517,PPP2R3C,55012
ENSG00000203469,11.4,0.0477,0.165,0.291,NA,NA,NA
ENSG00000273230,73.1,-0.0901,0.147,0.291,0.517,NA,NA
ENSG00000299041,11.6,-0.0438,0.165,0.291,NA,NA,NA
ENSG00000198160,1350,0.0809,0.0927,0.291,0.518,MIER1,57708
ENSG00000226964,15,0.0469,0.165,0.291,NA,NA,NA
ENSG00000293061,7.2,-0.0369,0.164,0.291,NA,THAP3P1,100129138
ENSG00000254363,24.4,-0.064,0.165,0.292,0.519,NA,NA
ENSG00000148386,11.3,0.0513,0.165,0.292,NA,LCN9,392399
ENSG00000309655,9.45,-0.0434,0.164,0.292,NA,NA,NA
ENSG00000230844,123,-0.0918,0.132,0.292,0.519,ZNF674-AS1,401588
ENSG00000228789,29.4,0.0652,0.165,0.292,0.519,HCG22,285834
ENSG00000101347,261,0.0848,0.102,0.292,0.519,SAMHD1,25939
ENSG00000177889,2140,-0.0531,0.0548,0.292,0.519,UBE2N,7334
ENSG00000245667,6.87,-0.0326,0.163,0.292,NA,NA,NA
ENSG00000234380,22.1,-0.0554,0.165,0.292,0.519,LINC01426,100506385
ENSG00000103005,1280,-0.0572,0.058,0.292,0.519,USB1,79650
ENSG00000183486,25.6,0.0677,0.165,0.292,0.519,MX2,4600
ENSG00000296101,8.98,0.0379,0.164,0.292,NA,NA,NA
ENSG00000183250,43.6,0.0776,0.162,0.292,0.519,LINC01547,84536
ENSG00000175544,29.5,0.0711,0.164,0.292,0.519,CABP4,57010
ENSG00000145016,705,-0.0687,0.0732,0.292,0.519,RUBCN,9711
ENSG00000170801,139,-0.0918,0.134,0.292,0.519,HTRA3,94031
ENSG00000135740,55,-0.0859,0.154,0.292,0.519,SLC9A5,6553
ENSG00000291097,24,-0.0607,0.165,0.292,0.519,HLA-L,3139
ENSG00000249771,8.33,0.0428,0.164,0.292,NA,NA,NA
ENSG00000290263,22.8,-0.0475,0.165,0.292,0.519,NA,NA
ENSG00000267390,12.9,-0.0534,0.165,0.293,NA,KDSR-DT,118827811
ENSG00000114209,877,0.071,0.0764,0.293,0.52,PDCD10,11235
ENSG00000287916,11.8,0.0442,0.165,0.293,NA,NA,NA
ENSG00000232160,108,0.0916,0.137,0.293,0.52,RAP2C-AS1,101928578
ENSG00000303974,6.67,-0.0282,0.163,0.293,NA,FAM74A3; FAM74A7,728495; 100996582
ENSG00000115539,547,-0.0724,0.079,0.293,0.52,PDCL3,79031
ENSG00000118513,23,-0.0614,0.165,0.293,0.52,MYB,4602
ENSG00000296884,13.9,-0.0505,0.165,0.293,NA,NA,NA
ENSG00000287968,7.46,0.0388,0.164,0.293,NA,NA,NA
ENSG00000198276,284,-0.0859,0.105,0.293,0.521,UCKL1,54963
ENSG00000274460,31.4,-0.0711,0.164,0.293,0.521,NA,NA
ENSG00000263234,8,-0.0388,0.164,0.293,NA,NA,NA
ENSG00000286019,310,0.0884,0.114,0.293,0.521,NOTCH2NLB,100996763
ENSG00000198081,360,-0.0832,0.0986,0.294,0.521,ZBTB14,7541
ENSG00000119673,210,0.0914,0.128,0.294,0.521,ACOT2,10965
ENSG00000135423,6.6,0.037,0.164,0.294,NA,GLS2,27165
ENSG00000166707,44.2,-0.0767,0.161,0.294,0.521,ZCCHC18,644353
ENSG00000232118,13.1,0.0488,0.165,0.294,NA,NA,NA
ENSG00000269086,17,0.0521,0.165,0.294,NA,LINC02965,123497957
ENSG00000153233,24.1,-0.0648,0.165,0.294,0.521,PTPRR,5801
ENSG00000271121,315,0.0882,0.112,0.294,0.521,NA,NA
ENSG00000203446,22,0.0595,0.165,0.294,0.521,SUGCT-AS1,101928716
ENSG00000028528,1860,-0.0512,0.0511,0.294,0.521,SNX1,6642
ENSG00000160131,1300,-0.0796,0.0917,0.294,0.521,VMA21,203547
ENSG00000166289,32.9,0.0684,0.164,0.294,0.522,PLEKHF1,79156
ENSG00000101079,945,-0.0618,0.062,0.294,0.522,NDRG3,57446
ENSG00000304365,9.27,0.0365,0.164,0.294,NA,NA,NA
ENSG00000105538,8.54,0.0427,0.164,0.294,NA,RASIP1,54922
ENSG00000297167,6.42,0.0307,0.163,0.294,NA,NA,NA
ENSG00000114646,56.5,0.0827,0.157,0.294,0.522,CSPG5,10675
ENSG00000163900,618,0.0708,0.0771,0.294,0.522,TMEM41A,90407
ENSG00000104356,453,-0.0736,0.0824,0.294,0.522,POP1,10940
ENSG00000291041,35.6,0.0716,0.163,0.295,0.522,NA,NA
ENSG00000147912,353,-0.0844,0.102,0.295,0.522,FBXO10,26267
ENSG00000153914,2740,-0.058,0.0596,0.295,0.522,SREK1,140890
ENSG00000187688,96.5,0.0876,0.15,0.295,0.522,TRPV2,51393
ENSG00000163531,308,-0.083,0.099,0.295,0.522,NFASC,23114
ENSG00000103034,1330,0.0566,0.0581,0.295,0.522,NDRG4,65009
ENSG00000146425,1360,0.0555,0.0568,0.295,0.522,DYNLT1,6993
ENSG00000154723,1050,0.0604,0.0624,0.295,0.522,ATP5PF,522
ENSG00000297336,12.5,0.049,0.165,0.295,NA,NA,NA
ENSG00000279792,7.36,-0.0345,0.164,0.295,NA,NA,NA
ENSG00000127980,507,0.0731,0.0799,0.295,0.522,PEX1,5189
ENSG00000006530,685,-0.0659,0.0698,0.295,0.522,AGK,55750
ENSG00000157306,48.8,0.0794,0.16,0.295,0.523,NA,NA
ENSG00000143207,1170,-0.0553,0.0566,0.295,0.523,COP1,64326
ENSG00000262580,33.8,0.07,0.164,0.295,0.523,NA,NA
ENSG00000272853,14.2,-0.0508,0.165,0.296,NA,NA,NA
ENSG00000250021,472,-0.0759,0.0854,0.296,0.523,ARPIN-AP3S2,100526783
ENSG00000148219,268,0.0844,0.102,0.296,0.523,ASTN2,23245
ENSG00000090238,144,-0.091,0.131,0.296,0.523,YPEL3,83719
ENSG00000124216,48.4,0.0772,0.161,0.296,0.523,SNAI1,6615
ENSG00000137411,191,-0.0652,0.164,0.296,0.523,VARS2,57176
ENSG00000253519,9.22,0.0432,0.164,0.296,NA,LOC124901121,124901121
ENSG00000248243,22.5,-0.0655,0.164,0.296,0.523,LINC02014,105374105
ENSG00000143889,1200,0.0625,0.0654,0.296,0.523,HNRNPLL,92906
ENSG00000240771,195,-0.0874,0.117,0.296,0.523,ARHGEF25,115557
ENSG00000186815,930,0.0636,0.07,0.296,0.523,TPCN1,53373
ENSG00000197498,525,-0.0727,0.0801,0.296,0.523,RPF2,84154
ENSG00000154645,13,-0.0512,0.165,0.296,NA,CHODL,140578
ENSG00000168283,775,0.0754,0.0841,0.296,0.524,BMI1,648
ENSG00000230515,11.3,0.0461,0.165,0.296,NA,NA,NA
ENSG00000223597,11.6,0.0472,0.164,0.296,NA,LINC02142,105374644
ENSG00000119125,11,0.0467,0.165,0.296,NA,GDA,9615
ENSG00000117122,1530,-0.0567,0.0584,0.297,0.524,MFAP2,4237
ENSG00000130768,130,0.0909,0.135,0.297,0.524,SMPDL3B,27293
ENSG00000156345,91.8,-0.0899,0.14,0.297,0.524,CDK20,23552
ENSG00000120333,353,-0.0786,0.0904,0.297,0.524,MRPS14,63931
ENSG00000166573,10.9,0.0459,0.165,0.297,NA,GALR1,2587
ENSG00000232618,23.3,-0.0629,0.164,0.297,0.525,NA,NA
ENSG00000188906,10.2,0.041,0.164,0.297,NA,LRRK2,120892
ENSG00000203411,7.59,-0.0375,0.164,0.297,NA,NA,NA
ENSG00000215301,9880,-0.0366,0.036,0.297,0.525,DDX3X,1654
ENSG00000251450,15.6,0.0557,0.165,0.297,NA,NA,NA
ENSG00000203804,10.7,-0.0413,0.164,0.297,NA,NA,NA
ENSG00000105810,7460,0.0581,0.0599,0.297,0.525,CDK6,1021
ENSG00000270641,323,0.0842,0.102,0.297,0.525,TSIX,9383
ENSG00000129535,7.71,0.0372,0.164,0.297,NA,NRL,4901
ENSG00000120328,25.1,0.0653,0.164,0.297,0.525,PCDHB12,56124
ENSG00000240137,33.4,0.0718,0.163,0.297,0.525,ERICH6-AS1,101928085
ENSG00000011132,133,0.0903,0.125,0.297,0.525,APBA3,9546
ENSG00000115750,430,-0.074,0.0827,0.297,0.525,TAF1B,9014
ENSG00000231204,12.2,-0.0428,0.164,0.297,NA,LOC100507562,100507562
ENSG00000137709,6.2,-0.0322,0.163,0.297,NA,POU2F3,25833
ENSG00000136044,962,-0.0679,0.073,0.298,0.525,APPL2,55198
ENSG00000290677,12.6,0.0433,0.164,0.298,NA,LOC101928215,101928215
ENSG00000224516,9.07,0.0397,0.164,0.298,NA,ECEL1P2,347694
ENSG00000225569,7.32,0.0342,0.164,0.298,NA,CCT4P2,100131638
ENSG00000138606,140,-0.0902,0.133,0.298,0.526,SHF,90525
ENSG00000185386,220,0.0891,0.118,0.298,0.526,MAPK11,5600
ENSG00000103174,157,-0.0903,0.127,0.298,0.526,NAGPA,51172
ENSG00000235448,19.4,-0.0523,0.165,0.298,0.526,LURAP1L-AS1,101929467
ENSG00000182263,665,0.0686,0.0749,0.298,0.526,FIGN,55137
ENSG00000163736,8.68,0.0397,0.164,0.298,NA,PPBP,5473
ENSG00000134574,736,-0.0696,0.0755,0.298,0.526,DDB2,1643
ENSG00000109501,808,-0.07,0.0769,0.298,0.526,WFS1,7466
ENSG00000130635,112000,0.0578,0.0491,0.298,0.526,COL5A1,1289
ENSG00000063438,69.8,-0.023,0.163,0.298,0.526,AHRR,57491
ENSG00000107960,436,0.0816,0.096,0.298,0.526,STN1,79991
ENSG00000167118,589,-0.0777,0.0894,0.298,0.526,URM1,81605
ENSG00000287608,7.93,-0.035,0.164,0.299,NA,NA,NA
ENSG00000274742,7.54,0.0373,0.164,0.299,NA,NA,NA
ENSG00000213599,47.7,0.0621,0.165,0.299,0.527,SLX1A-SULT1A3,100526830
ENSG00000204965,11.5,-0.0397,0.164,0.299,NA,PCDHA5,56143
ENSG00000084073,1700,0.0644,0.0684,0.299,0.527,ZMPSTE24,10269
ENSG00000289268,82.5,0.0882,0.146,0.299,0.527,NA,NA
ENSG00000165675,287,-0.0802,0.0941,0.299,0.527,ENOX2,10495
ENSG00000211454,17.9,-0.0544,0.165,0.299,NA,AKR7L,246181
ENSG00000290940,40.9,-0.0778,0.16,0.299,0.527,FAM86FP,653113
ENSG00000204227,276,-0.0147,0.162,0.299,0.527,RING1,6015
ENSG00000295453,28.9,-0.0651,0.164,0.299,0.527,NA,NA
ENSG00000102962,21.5,0.061,0.165,0.299,0.527,CCL22,6367
ENSG00000280351,33.5,-0.0725,0.162,0.299,0.527,NA,NA
ENSG00000300150,19.9,-0.0554,0.165,0.299,0.527,NA,NA
ENSG00000196455,678,0.0694,0.0761,0.299,0.527,PIK3R4,30849
ENSG00000289326,44,0.0787,0.159,0.299,0.527,LOC105374378,105374378
ENSG00000132128,1480,-0.0555,0.0573,0.3,0.527,LRRC41,10489
ENSG00000134115,253,0.0891,0.119,0.3,0.527,CNTN6,27255
ENSG00000146070,14,-0.0527,0.165,0.3,NA,PLA2G7,7941
ENSG00000227893,9.47,0.0344,0.164,0.3,NA,NA,NA
ENSG00000135778,503,0.0703,0.0766,0.3,0.528,NTPCR,84284
ENSG00000160714,1530,0.0568,0.0589,0.3,0.528,UBE2Q1,55585
ENSG00000181625,146,-0.0879,0.148,0.3,0.528,SLX1B; LOC130134321,79008; 130134321
ENSG00000160051,59.9,-0.0812,0.157,0.3,0.528,IQCC,55721
ENSG00000298094,9.77,0.0449,0.164,0.3,NA,NA,NA
ENSG00000254996,1020,-0.0798,0.0946,0.3,0.528,ANKHD1-EIF4EBP3,404734
ENSG00000134597,415,-0.0769,0.0882,0.3,0.528,RBMX2,51634
ENSG00000187134,31.3,0.071,0.163,0.3,0.528,AKR1C1,1645
ENSG00000178927,661,-0.0724,0.0802,0.3,0.528,CYBC1,79415
ENSG00000002919,300,-0.0802,0.0948,0.3,0.528,SNX11,29916
ENSG00000134905,575,0.0704,0.0771,0.3,0.528,CARS2,79587
ENSG00000145780,883,0.0663,0.0713,0.3,0.528,FEM1C,56929
ENSG00000224592,17.5,0.0521,0.165,0.3,NA,MIR3659HG,105378653
ENSG00000214562,119,-0.0892,0.141,0.3,0.528,NUTM2D,728130
ENSG00000163597,3180,-0.0844,0.105,0.3,0.528,SNHG16,100507246
ENSG00000101997,149,-0.0894,0.124,0.3,0.528,CCDC22,28952
ENSG00000304863,10.9,-0.0398,0.164,0.3,NA,NA,NA
ENSG00000259946,7.26,0.034,0.164,0.3,NA,NA,NA
ENSG00000255073,10.7,-0.0116,0.162,0.3,NA,NA,NA
ENSG00000104140,7.88,0.0379,0.164,0.3,NA,RHOV,171177
ENSG00000179314,83.8,-0.0909,0.143,0.301,0.528,WSCD1,23302
ENSG00000183354,1240,0.0634,0.0675,0.301,0.528,BRD10,158358
ENSG00000138385,3440,-0.054,0.0558,0.301,0.528,SSB,6741
ENSG00000135378,44.3,0.0693,0.163,0.301,0.528,PRRG4,79056
ENSG00000228528,10.3,-0.0458,0.164,0.301,NA,NA,NA
ENSG00000187566,19,-0.058,0.165,0.301,0.528,NHLRC1,378884
ENSG00000111863,20.9,-0.0574,0.165,0.301,0.529,ADTRP,84830
ENSG00000298976,12.2,-0.0503,0.165,0.301,NA,NA,NA
ENSG00000228451,6.5,0.00416,0.162,0.301,NA,NA,NA
ENSG00000111850,180,0.0881,0.116,0.301,0.529,SMIM8; LINC01590,57150; 63914
ENSG00000210151,92.9,-0.0824,0.156,0.301,0.529,MIR12136,113219467
ENSG00000057608,9150,-0.0379,0.038,0.301,0.529,GDI2,2665
ENSG00000306092,9.84,-0.0419,0.164,0.301,NA,NA,NA
ENSG00000129355,70.3,-0.0853,0.149,0.301,0.529,CDKN2D,1032
ENSG00000279434,32.1,0.0703,0.163,0.301,0.529,NA,NA
ENSG00000280152,47.5,-0.0777,0.159,0.301,0.529,NA,NA
ENSG00000220205,1000,-0.0658,0.0709,0.302,0.53,VAMP2,6844
ENSG00000114956,714,-0.0638,0.0677,0.302,0.53,DGUOK,1716
ENSG00000261056,19.2,-0.0591,0.164,0.302,0.53,NA,NA
ENSG00000260498,11,0.0418,0.164,0.302,NA,NA,NA
ENSG00000308355,15.3,0.0529,0.164,0.302,NA,NA,NA
ENSG00000215126,149,0.0866,0.149,0.302,0.53,ZNG1F,644019
