Gene ID,Mean Expr,log2FC,log2FC SE,p-value,adj. p-value,Gene Symbol
79656,1500,0.187,0.0897,0.0161,0.0723,BEND5
55204,2150,0.203,0.1,0.0162,0.0724,GOLPH3L
149175,2150,-0.202,0.1,0.0162,0.0724,MANEAL
149013,4940,0.173,0.0816,0.0163,0.0725,NBPF12
100505741,110,0.346,0.256,0.0163,0.0725,SPATA1
5909,523,-0.261,0.147,0.0163,0.0725,RAP1GAP
22889,8300,0.162,0.0752,0.0165,0.073,KHDC4
7175,49300,-0.241,0.124,0.0165,0.073,TPR
8394,19100,0.156,0.0717,0.0166,0.073,PIP5K1A
51727,14900,0.199,0.0982,0.0166,0.073,CMPK1
3918,23.6,0.291,0.57,0.0168,0.0736,LAMC2
55157,14100,0.171,0.0808,0.0169,0.074,DARS2
100996570,15.8,0.168,0.295,0.0169,NA,NFIA-AS2
54707,3470,0.149,0.0686,0.0176,0.0766,GPN2
55143,3660,-0.174,0.0835,0.0176,0.0766,CDCA8
824,8620,-0.148,0.0688,0.0176,0.0767,CAPN2
284680,72.4,-0.365,0.337,0.0178,0.0768,SPATA46
10228,16800,0.15,0.0693,0.0178,0.0768,STX6
10946,14600,0.147,0.0674,0.0178,0.0768,SF3A3
83479,3030,-0.157,0.0733,0.0178,0.0768,DDX59
81849,148,0.299,0.195,0.0179,0.0768,ST6GALNAC5
65108,32600,-0.154,0.0721,0.0179,0.0768,MARCKSL1
9967,20100,-0.14,0.064,0.0179,0.0768,THRAP3
10216,776,-0.242,0.134,0.0181,0.0775,PRG4
100303453,1010,0.184,0.0905,0.0183,0.0782,NA
58480,359,0.226,0.121,0.0185,0.0789,RHOU
259266,36400,-0.222,0.117,0.0187,0.079,ASPM
389,5030,-0.219,0.117,0.0187,0.079,RHOC
27097,1730,0.161,0.0764,0.0187,0.079,TAF5L
729970,981,0.203,0.104,0.0188,0.0792,CNN3-DT
10092,20800,-0.166,0.0806,0.0189,0.0794,ARPC5
64853,3540,0.171,0.0826,0.0189,0.0794,AIDA
6121,400,0.263,0.156,0.0189,0.0794,RPE65
26092,8610,-0.166,0.0797,0.0191,0.0798,TOR1AIP1
10903,830,0.194,0.098,0.0192,0.0799,MTMR11
11313,1170,-0.272,0.167,0.0192,0.08,LYPLA2
3652,2790,0.174,0.0855,0.0196,0.0814,IPP
653464,11300,-0.153,0.0726,0.0196,0.0814,SRGAP2C
105378927,11.5,0.143,0.257,0.0198,NA,NA
200030,4260,0.143,0.067,0.0198,0.0819,NBPF11
54432,1510,0.186,0.0935,0.0199,0.0819,YIPF1
105371260,1410,-0.229,0.127,0.0199,0.0819,LIX1L-AS1
79639,231,-0.292,0.194,0.0199,0.0819,TMEM53
55432,5370,-0.209,0.11,0.02,0.0819,YOD1
29920,1680,-0.226,0.125,0.0205,0.0837,PYCR2
79258,118,-0.3,0.212,0.0206,0.084,MMEL1
142,27100,-0.147,0.0697,0.0207,0.0844,PARP1
339416,176,-0.263,0.162,0.0208,0.0845,ANKRD45
100500853,731,-0.206,0.109,0.0208,0.0845,MIR3605
4869,410,0.233,0.132,0.0209,0.0845,NPM1
2730,3870,0.166,0.0811,0.021,0.0849,GCLM
5192,974,-0.188,0.0965,0.0213,0.0859,PEX10
83442,2840,0.201,0.106,0.0215,0.0865,SH3BGRL3
65123,12000,-0.178,0.0901,0.0218,0.0877,INTS3
6746,17300,-0.153,0.0745,0.0223,0.0894,SSR2
5590,138,-0.286,0.199,0.0224,0.0897,PRKCZ
23380,31500,-0.144,0.069,0.0225,0.09,SRGAP2
5287,7190,-0.197,0.104,0.0226,0.0901,PIK3C2B
9129,9230,0.135,0.0646,0.0228,0.0908,PRPF3
105378936,671,0.205,0.111,0.0229,0.0909,NA
1130,1620,0.191,0.1,0.023,0.0912,LYST
441155,799,0.2,0.108,0.0232,0.0917,ZC3H11C
730159,36.5,-0.315,0.401,0.0233,0.092,TEX50
7260,1230,-0.202,0.109,0.0234,0.092,EIPR1
2582,1150,-0.236,0.14,0.0237,0.0931,GALE
104472716,25.1,0.211,0.355,0.0241,0.0946,NA
100532736,2270,-0.161,0.0805,0.0242,0.0947,NBL1
4509,1730,0.201,0.11,0.0247,0.0964,MT-ATP8
1185,1860,-0.179,0.0938,0.0251,0.0979,CLCN6
23252,3060,0.16,0.0805,0.0253,0.0983,OTUD3
100129924,25.1,-0.193,0.323,0.0254,0.0983,TMEM269
6170,147,-0.27,0.189,0.0254,0.0983,RPL39
200185,2550,-0.172,0.0889,0.0254,0.0983,KRTCAP2
51478,1990,-0.151,0.0755,0.0255,0.0986,HSD17B7
106635532,3370,0.182,0.0965,0.0256,0.0986,NA
100847010,58.8,0.31,0.331,0.0256,0.0986,MIR5581
55229,1190,-0.206,0.116,0.0258,0.099,PANK4
23207,1980,-0.24,0.149,0.026,0.0994,PLEKHM2
55635,11200,0.192,0.104,0.0262,0.1,DEPDC1
90326,773,-0.223,0.131,0.0262,0.1,THAP3
5315,64.6,-0.305,0.296,0.0263,0.1,PKM
80267,13200,0.179,0.0961,0.0266,0.101,EDEM3
29943,13,0.121,0.228,0.0267,NA,PADI1
54987,2330,-0.159,0.081,0.0267,0.101,CZIB
57568,10700,-0.136,0.0668,0.0268,0.101,SIPA1L2
83858,746,-0.256,0.172,0.0269,0.101,ATAD3B
5498,1330,-0.207,0.119,0.0271,0.102,PPOX
1802,2080,-0.182,0.0986,0.0272,0.102,DPH2
55974,1010,0.168,0.0877,0.0272,0.102,SLC50A1
107985524,128,0.278,0.21,0.0275,0.103,NA
100996712,4370,-0.147,0.074,0.0276,0.103,NA
109617023,85.9,0.291,0.252,0.0278,0.104,SNORA58B
8718,179,-0.28,0.218,0.0278,0.104,TNFRSF25
25949,2460,0.161,0.0841,0.0288,0.107,SYF2
2052,1160,-0.189,0.105,0.029,0.108,EPHX1
25932,35500,0.171,0.0981,0.0293,0.108,CLIC4
9580,2670,-0.188,0.104,0.0294,0.108,SOX13
9202,19900,0.151,0.0787,0.0294,0.108,ZMYM4
6051,4780,-0.16,0.0844,0.0294,0.108,RNPEP
105378904,8.75,-0.1,0.21,0.0294,NA,NA
79078,1200,0.161,0.0846,0.0295,0.108,C1orf50
89796,11700,-0.135,0.0681,0.0296,0.109,NAV1
26802,646,0.186,0.103,0.0299,0.109,NA
80896,920,0.179,0.0979,0.0299,0.109,NPL
26804,266,0.239,0.159,0.0305,0.111,SNORD45B
11004,8460,-0.144,0.0743,0.0306,0.111,KIF2C
107985599,17,-0.157,0.267,0.0306,NA,NA
6637,520,0.212,0.129,0.0311,0.113,SNRPG
2331,22.8,0.183,0.3,0.0313,0.114,FMOD
9103,180,-0.256,0.19,0.0316,0.115,NA
3310,51.8,-0.275,0.322,0.032,0.116,HSPA6
83872,33.3,-0.245,0.353,0.0321,0.116,HMCN1
4811,1610,0.15,0.0791,0.0321,0.116,NID1
23254,28.8,-0.227,0.342,0.0326,0.117,KAZN
199870,1020,0.16,0.0867,0.0335,0.12,FAM76A
5929,8520,0.136,0.0703,0.0337,0.121,RBBP5
105376860,175,-0.257,0.201,0.0338,0.121,NA
260425,2800,0.153,0.082,0.0339,0.121,MAGI3
26805,155,0.258,0.203,0.0339,0.121,SNORD45A
284613,2020,0.158,0.0853,0.0341,0.121,CYB561D1
8317,10000,0.154,0.0836,0.0341,0.121,CDC7
107984913,114,0.267,0.232,0.0343,0.121,NA
126669,161,0.246,0.18,0.0343,0.121,SHE
107984868,14.2,0.131,0.237,0.0344,NA,NA
54936,1510,-0.201,0.122,0.0345,0.122,ADPRS
1104,7400,-0.152,0.0827,0.0349,0.123,RCC1
9261,8380,-0.122,0.0674,0.035,0.123,MAPKAPK2
105371729,1840,-0.152,0.0818,0.0351,0.123,NA
101926925,27.7,0.202,0.314,0.0354,0.124,NA
643136,1040,0.174,0.0992,0.0357,0.125,ZC3H11B
64746,1690,0.169,0.0946,0.0358,0.125,ACBD3
5016,87,0.26,0.226,0.0366,0.128,OVGP1
81627,3420,0.154,0.0845,0.0367,0.128,TRMT1L
11332,2610,-0.212,0.137,0.0369,0.128,ACOT7
23154,1810,-0.202,0.126,0.037,0.128,NCDN
10745,7720,0.147,0.08,0.0377,0.13,PHTF1
5525,2150,0.159,0.089,0.0379,0.131,PPP2R5A
284486,21.1,-0.172,0.279,0.038,NA,THEM5
55144,9360,-0.14,0.0759,0.0382,0.132,LRRC8D
79363,80.1,-0.259,0.272,0.0383,0.132,CPLANE2
677838,418,0.191,0.117,0.0387,0.133,SNORA61
9917,18500,-0.129,0.0685,0.0388,0.133,FAM20B
149345,1920,-0.21,0.139,0.0393,0.135,SHISA4
127544,1650,0.141,0.0763,0.0396,0.136,RNF19B
10768,26300,0.133,0.0712,0.0404,0.138,AHCYL1
387338,2390,0.136,0.0733,0.0405,0.138,NSUN4
55052,2930,-0.15,0.0836,0.0406,0.138,MRPL20
10772,25200,0.153,0.0855,0.0407,0.138,SRSF10
107985373,190,0.22,0.155,0.0408,0.138,NA
400743,11.4,0.109,0.215,0.041,NA,LINC02783
3352,17.8,0.154,0.257,0.041,NA,HTR1D
84950,8310,0.136,0.0742,0.0411,0.139,PRPF38A
9909,5490,-0.174,0.102,0.0413,0.14,DENND4B
9538,11.5,-0.114,0.219,0.0416,NA,EI24
56267,4770,0.161,0.0938,0.0431,0.145,KYAT3
107985174,22.3,-0.159,0.26,0.0434,0.146,NA
100129534,70.9,0.246,0.246,0.0434,0.146,NA
105371427,126,0.238,0.2,0.0438,0.147,NA
148418,569,-0.172,0.104,0.0439,0.147,SAMD13
1196,4880,-0.138,0.0768,0.0446,0.149,CLK2
116983,2200,-0.238,0.266,0.0446,0.149,ACAP3
5563,649,-0.177,0.109,0.0448,0.149,PRKAA2
10763,95000,0.123,0.0659,0.0448,0.149,NES
54751,1430,-0.167,0.0995,0.0449,0.149,FBLIM1
23334,2290,-0.192,0.126,0.045,0.149,SZT2
23065,9580,-0.117,0.063,0.0455,0.151,EMC1
7391,5280,-0.146,0.084,0.0457,0.151,USF1
7167,2490,-0.181,0.115,0.0457,0.151,TPI1
105378585,10.5,0.101,0.208,0.0458,NA,NA
57190,11900,-0.16,0.098,0.0462,0.152,SELENON
109623476,10.6,-0.1,0.207,0.0463,NA,NA
27,11900,0.122,0.0666,0.0468,0.154,ABL2
100129269,26.3,0.18,0.277,0.0471,0.155,NA
148327,1010,-0.164,0.0999,0.0474,0.155,CREB3L4
1939,6130,-0.128,0.0715,0.0476,0.156,EIF2D
7482,477,0.17,0.105,0.0483,0.158,WNT2B
148413,1080,-0.172,0.108,0.0484,0.158,MRPL20-AS1
126917,2590,-0.138,0.0787,0.0484,0.158,IFFO2
80772,178,-0.226,0.191,0.049,0.159,CPTP
159,12600,0.152,0.0896,0.0491,0.159,ADSS2
100533111,146,-0.217,0.169,0.0495,0.16,NA
54834,3700,0.136,0.078,0.0495,0.16,GDAP2
90874,963,0.164,0.101,0.0497,0.16,ZNF697
6146,30900,-0.134,0.077,0.0503,0.162,RPL22
4580,1330,-0.176,0.113,0.0505,0.162,MTX1
51463,2120,0.142,0.0824,0.0506,0.162,GPR89A; GPR89B
2672,62.9,0.228,0.246,0.0512,0.164,GFI1
5322,14.2,-0.102,0.208,0.0514,NA,PLA2G5
100506985,82.3,-0.228,0.213,0.0515,0.165,NA
105378651,34.2,-0.193,0.276,0.0516,0.165,NA
4569,101,0.227,0.217,0.0517,0.165,NA
6391,19100,0.122,0.069,0.0518,0.165,SDHC
647135,10400,-0.123,0.0697,0.052,0.165,SRGAP2B
100873949,904,-0.162,0.101,0.0521,0.165,IPO9-AS1
113219467,1470,0.148,0.249,0.0521,0.165,MT-TS1
10623,5660,0.121,0.0683,0.0523,0.165,POLR3C
6726,12400,0.153,0.0925,0.0525,0.166,SRP9
54797,994,0.146,0.0874,0.0527,0.166,MED18
23385,11400,-0.121,0.0683,0.0531,0.167,NCSTN
79971,13600,0.122,0.0694,0.0531,0.167,WLS
110841581,43.9,0.211,0.268,0.0535,0.167,NA
105378726,92.6,-0.224,0.239,0.0535,0.167,NA
4678,44000,0.116,0.0656,0.0535,0.167,NASP
55194,33.7,-0.181,0.268,0.0536,0.167,EVA1B
57147,2620,0.129,0.0745,0.0539,0.168,SCYL3
5236,11400,0.121,0.0692,0.0545,0.17,PGM1
728621,135,0.213,0.172,0.0547,0.17,CCDC30
4574,656,0.136,0.234,0.055,0.171,NA
10933,3640,0.144,0.0863,0.0554,0.172,MORF4L1
257,200,-0.202,0.155,0.0558,0.173,ALX3
6018,7850,-0.147,0.0903,0.0559,0.173,RLF
57498,18000,-0.121,0.0702,0.0561,0.173,KIDINS220
23219,2070,-0.16,0.101,0.0561,0.173,FBXO28
55657,2160,-0.156,0.098,0.0562,0.173,ZNF692
643723,9.04,0.0876,0.198,0.0563,NA,LYPLAL1-DT
126789,187,-0.22,0.222,0.0563,0.173,PUSL1
51150,2240,-0.215,0.249,0.0567,0.174,SDF4
653635,325,-0.206,0.163,0.0568,0.174,WASH7P
51127,10.9,-0.0966,0.203,0.0571,NA,TRIM17
116841,866,-0.154,0.0967,0.0572,0.175,SNAP47
728116,792,0.148,0.0907,0.0572,0.175,ZBTB8B
1376,3440,0.122,0.0704,0.0574,0.175,CPT2
26769,276,0.184,0.13,0.0577,0.175,NA
129642,14400,-0.139,0.0835,0.0577,0.175,MBOAT2
163486,29.9,0.175,0.26,0.0578,0.175,DENND1B
5792,11800,-0.172,0.116,0.0584,0.177,PTPRF
26806,292,0.186,0.134,0.059,0.178,NA
105371449,43.2,0.196,0.261,0.0591,0.178,NA
284577,256,-0.182,0.128,0.0592,0.178,LEMD1-DT
8073,28900,0.135,0.0806,0.0594,0.179,PTP4A2
58516,20.6,0.136,0.232,0.0596,NA,SINHCAF
9687,133,-0.211,0.188,0.0598,0.18,GREB1
375035,9410,0.13,0.0781,0.0604,0.181,SFT2D2
23456,2830,0.131,0.0785,0.0604,0.181,ABCB10
83932,766,-0.161,0.106,0.0606,0.181,SPRTN
3930,10500,0.135,0.082,0.0606,0.181,LBR
9783,557,0.167,0.112,0.0608,0.181,RIMS3
3570,461,0.179,0.127,0.0612,0.182,IL6R
105373159,272,-0.183,0.132,0.0613,0.182,RAB4A-AS1
71,79.7,-0.209,0.232,0.0616,0.183,ACTG1
101928120,1150,-0.133,0.081,0.0621,0.184,NA
83540,8640,-0.144,0.0901,0.0622,0.184,NUF2
23208,16300,0.109,0.0632,0.0626,0.185,SYT11
9064,844,-0.192,0.148,0.0628,0.185,MAP3K6
129787,3200,-0.118,0.0698,0.0631,0.186,TMEM18
107985219,643,-0.165,0.112,0.0636,0.187,NA
92344,1450,0.155,0.103,0.065,0.191,GORAB
285016,152,-0.201,0.175,0.0654,0.191,ALKAL2
80135,7220,0.134,0.0827,0.0654,0.191,RPF1
4116,3870,0.119,0.0715,0.0658,0.192,MAGOH
101927220,21.5,0.14,0.233,0.0658,NA,DEPDC1-AS1
7798,7100,0.11,0.0648,0.0662,0.193,LUZP1
55700,4410,-0.152,0.0995,0.0663,0.193,MAP7D1
2629,3790,-0.157,0.105,0.0664,0.193,GBA1
80851,3040,-0.159,0.108,0.0668,0.194,SH3BP5L
375790,2830,-0.191,0.235,0.0674,0.196,AGRN
391051,26.6,0.147,0.236,0.068,0.197,NA
6016,4620,0.131,0.0814,0.0683,0.198,RIT1
105376689,199,-0.19,0.154,0.0686,0.198,NA
102724528,181,0.189,0.151,0.0687,0.198,NA
105371452,104,-0.196,0.233,0.0691,0.199,NA
6118,10900,0.112,0.0675,0.0698,0.201,RPA2
101928034,406,-0.162,0.114,0.0702,0.202,NA
65260,4630,-0.11,0.066,0.0703,0.202,COA7
6883,2290,0.122,0.075,0.0705,0.202,TAF12
23507,3440,-0.135,0.0861,0.0705,0.202,LRRC8B
127665,16.2,0.0991,0.204,0.0706,NA,ZNF648
100506474,1820,-0.143,0.0939,0.0708,0.202,NA
5195,381,-0.181,0.14,0.0708,0.202,PEX14
2944,123,-0.197,0.18,0.0713,0.202,GSTM1
947,393,-0.17,0.124,0.0713,0.202,CD34
3339,1150,-0.175,0.24,0.0714,0.202,HSPG2
100506457,101,-0.199,0.191,0.0714,0.202,MIR3681HG
6135,50600,-0.109,0.0664,0.0717,0.203,RPL11
9682,7270,-0.114,0.0701,0.0723,0.204,KDM4A
10717,2750,0.119,0.0736,0.0724,0.204,AP4B1
51154,6240,-0.119,0.0742,0.0726,0.205,MRTO4
112268070,25.5,0.14,0.23,0.0731,0.206,NA
103695366,31.4,0.157,0.238,0.0732,0.206,NA
11146,2120,0.148,0.1,0.0736,0.207,GLMN
8338,14.5,-0.107,0.208,0.0738,NA,H2AC20
4513,2250,0.154,0.106,0.0742,0.208,MT-CO2
65018,905,-0.161,0.116,0.075,0.21,PINK1
7143,307,0.174,0.135,0.0759,0.212,TNR
105378756,80,-0.194,0.205,0.076,0.212,NA
647121,35.8,0.152,0.234,0.0763,0.212,EMBP1
245973,8720,-0.116,0.0724,0.0768,0.213,ATP6V1C2
102723897,331,-0.182,0.151,0.0769,0.213,NA
388677,1350,-0.136,0.0899,0.0769,0.213,NOTCH2NLA
693140,224,-0.174,0.135,0.0769,0.213,MIR555
26270,65.4,-0.182,0.23,0.0772,0.213,FBXO6
101410535,28.1,0.144,0.229,0.0774,0.214,NA
6767,149,-0.184,0.16,0.0779,0.215,ST13
204851,17800,-0.113,0.0705,0.0781,0.215,HIPK1
5565,5000,-0.135,0.091,0.0783,0.215,PRKAB2
142678,543,-0.177,0.143,0.0783,0.215,MIB2
105378858,46.6,-0.157,0.233,0.0786,0.216,ARHGAP29
10380,1900,0.127,0.0824,0.0794,0.218,BPNT1
55970,39700,-0.133,0.0871,0.0799,0.219,GNG12
8543,17100,-0.113,0.0713,0.0801,0.219,LMO4
100287722,756,0.135,0.0906,0.0808,0.22,AP4B1-AS1
7107,1250,0.133,0.0884,0.0809,0.22,GPR137B
63967,8310,0.114,0.0715,0.0811,0.221,CLSPN
9829,152,-0.184,0.165,0.0812,0.221,DNAJC6
163688,17.7,0.112,0.21,0.0814,NA,CALML6
400818,9220,0.105,0.0655,0.0817,0.222,NBPF9
10390,4750,-0.127,0.083,0.082,0.222,CEPT1
55629,12000,0.121,0.0785,0.0825,0.223,PNRC2
9696,169,-0.187,0.192,0.0831,0.224,CROCC
9670,2710,-0.152,0.109,0.0831,0.224,IPO13
22920,4020,0.118,0.077,0.0843,0.227,KIFAP3
51042,180,-0.18,0.16,0.0845,0.227,ZNF593
4735,113,0.184,0.175,0.0848,0.228,SEPTIN2
9122,1200,0.141,0.098,0.0849,0.228,SLC16A4
171423,1210,0.137,0.0932,0.0851,0.228,NA
84793,381,-0.173,0.144,0.0853,0.228,FOXD2-AS1
5877,3850,0.105,0.0664,0.0853,0.228,RABIF
10971,47900,0.124,0.0821,0.0855,0.228,YWHAQ
9636,21.8,-0.107,0.206,0.0867,NA,ISG15
729533,3060,0.126,0.0846,0.0868,0.231,FAM72A
4595,819,-0.171,0.144,0.0875,0.233,MUTYH
360023,4920,-0.16,0.12,0.0878,0.233,ZBTB41
100130197,403,0.15,0.111,0.0881,0.234,EFCAB14-AS1
26135,70600,-0.118,0.0781,0.0887,0.235,SERBP1
105376794,971,-0.143,0.103,0.0887,0.235,NA
9019,17100,-0.108,0.0698,0.0891,0.236,MPZL1
4582,185,0.172,0.148,0.0895,0.236,MUC1
1944,293,-0.169,0.142,0.0899,0.237,EFNA3
5174,192,0.17,0.143,0.0902,0.237,PDZK1
107985353,192,0.171,0.144,0.0903,0.237,NA
65979,5340,0.104,0.0669,0.0909,0.238,PHACTR4
113452,74.7,-0.162,0.223,0.0911,0.239,TMEM54
105376717,41.4,-0.151,0.224,0.0914,0.239,NA
56997,932,-0.146,0.108,0.0916,0.239,COQ8A
84614,5560,-0.127,0.0897,0.0919,0.239,ZBTB37
5867,1280,-0.126,0.0867,0.092,0.239,RAB4A
728841,8310,0.1,0.0642,0.092,0.239,NBPF8
24,166,-0.172,0.151,0.0921,0.239,ABCA4
79630,592,-0.146,0.108,0.0922,0.24,C1orf54
105378721,1750,-0.123,0.084,0.0924,0.24,NA
92312,15900,-0.101,0.0651,0.0928,0.24,MEX3A
2786,6110,-0.104,0.0675,0.093,0.241,GNG4
107984960,8,-0.0594,0.182,0.0932,NA,NA
89884,2300,-0.117,0.0796,0.0948,0.245,LHX4
1996,2240,-0.129,0.0909,0.0949,0.245,ELAVL4
84958,15,0.0855,0.194,0.0954,NA,SYTL1
149041,4540,0.123,0.0843,0.0955,0.246,RC3H1
22874,1350,-0.149,0.114,0.0959,0.247,PLEKHA6
5738,25400,-0.114,0.0678,0.0963,0.247,PTGFRN
55170,2310,-0.118,0.0803,0.0964,0.247,PRMT6
105378954,48.8,-0.155,0.219,0.0967,0.248,NA
60313,8650,0.114,0.0772,0.0973,0.249,GPBP1L1
728661,9250,-0.114,0.0774,0.0981,0.251,SLC35E2B
128061,728,0.134,0.0971,0.0984,0.251,FSAF1
441124,147,0.169,0.155,0.0995,0.254,NA
440585,14,0.092,0.196,0.0997,NA,CFAP144
105371686,13.7,-0.0936,0.197,0.1,NA,NA
1122,2350,-0.142,0.11,0.101,0.257,CHML
339483,25.6,0.121,0.21,0.101,0.257,MTMR9LP
8490,290,0.156,0.129,0.101,0.257,RGS5
343472,33.9,-0.139,0.216,0.101,0.257,BARHL2
128387,894,0.132,0.0954,0.101,0.257,TATDN3
57530,204,-0.168,0.162,0.102,0.259,CGN
7799,3460,0.101,0.0675,0.104,0.262,PRDM2
50651,41.7,-0.139,0.215,0.104,0.262,SLC45A1
9270,8540,0.108,0.0737,0.105,0.265,ITGB1BP1
55277,574,-0.131,0.0976,0.106,0.266,FGGY
64769,6080,-0.105,0.072,0.106,0.266,MEAF6
55119,13700,0.112,0.0777,0.106,0.267,PRPF38B
164045,98.3,0.166,0.194,0.106,0.267,HFM1
102723818,16.3,0.0989,0.199,0.107,NA,NA
101954266,19.1,0.109,0.204,0.107,NA,RNVU1-14
11126,71.9,0.165,0.195,0.107,0.268,CD160
554282,2270,0.123,0.0896,0.107,0.268,FAM72C
51514,4580,-0.106,0.0724,0.107,0.268,DTL
84976,354,0.143,0.113,0.107,0.268,DISP1
7802,2690,0.102,0.0701,0.108,0.268,DNALI1
2140,4510,0.102,0.0695,0.108,0.269,EYA3
832,11100,-0.105,0.0723,0.109,0.27,CAPZB
84283,371,-0.148,0.123,0.109,0.27,TMEM79
107985471,82.4,-0.161,0.2,0.109,0.271,NA
199990,399,-0.154,0.133,0.109,0.271,FAAP20
474338,238,0.157,0.14,0.11,0.272,NA
100861513,485,0.14,0.11,0.11,0.272,ZMYM4-AS1
553115,3000,-0.125,0.0923,0.111,0.273,PEF1
105378828,76.1,0.161,0.194,0.112,0.274,CLCA4-AS1
6894,4460,-0.105,0.0734,0.112,0.274,TARBP1
254428,14000,-0.0914,0.0621,0.112,0.275,SLC41A1
49856,1110,-0.144,0.117,0.112,0.275,WRAP73
54856,10200,0.0941,0.0641,0.112,0.275,GON4L
55616,1280,-0.131,0.1,0.113,0.275,ASAP3
112268239,122,0.162,0.163,0.113,0.276,NA
64218,78.8,-0.162,0.186,0.113,0.276,SEMA4A
6241,14800,0.0956,0.0657,0.113,0.276,RRM2
127396,272,0.146,0.122,0.114,0.276,ZNF684
81573,5690,0.123,0.0903,0.114,0.276,ANKRD13C
3150,216,0.157,0.145,0.114,0.277,HMGN1
2773,19500,0.114,0.0828,0.114,0.278,GNAI3
10527,264,0.15,0.131,0.115,0.278,IPO7
105373433,63.6,-0.148,0.206,0.115,0.278,NA
4343,7650,-0.138,0.11,0.115,0.278,MOV10
481,7720,0.114,0.0823,0.115,0.278,ATP1B1
3776,21.5,0.109,0.202,0.116,NA,KCNK2
285148,2070,0.115,0.0842,0.116,0.28,IAH1
10654,2880,-0.134,0.107,0.116,0.28,PMVK
4893,19000,-0.118,0.0847,0.117,0.281,NRAS
79729,233,-0.159,0.159,0.117,0.281,SH3D21
9673,6000,-0.0981,0.0688,0.118,0.282,SLC25A44
9132,22.2,-0.108,0.201,0.118,NA,KCNQ4
85369,4160,-0.117,0.0864,0.118,0.283,STRIP1
85414,347,0.136,0.11,0.119,0.284,SLC45A3
9939,17100,0.0895,0.0618,0.119,0.285,RBM8A
150622,38.8,-0.131,0.206,0.12,0.286,NA
645676,163,-0.154,0.147,0.12,0.287,ASH1L-AS1
129607,123,0.158,0.167,0.12,0.287,CMPK2
3104,530,-0.156,0.157,0.121,0.288,ZBTB48
10256,38.3,-0.122,0.205,0.121,0.288,CNKSR1
374986,2590,-0.115,0.0863,0.121,0.288,MIGA1
55929,894,-0.147,0.13,0.123,0.291,DMAP1
23318,9990,0.107,0.0783,0.123,0.291,TUT4
9014,2750,0.11,0.0808,0.123,0.292,TAF1B
79954,5430,0.104,0.0752,0.124,0.292,NOL10
4524,864,-0.142,0.121,0.124,0.292,MTHFR
105372919,11,0.0768,0.188,0.125,NA,NA
23169,5010,0.101,0.0738,0.127,0.298,SLC35D1
107985375,15.5,-0.0889,0.192,0.127,NA,NA
1650,9130,-0.121,0.0947,0.127,0.3,DDOST
27245,926,-0.142,0.125,0.129,0.302,AHDC1
23126,18700,0.0925,0.0659,0.129,0.302,POGZ
105376725,16.6,-0.0874,0.192,0.129,NA,NA
252995,205,0.149,0.146,0.129,0.303,FNDC5
51611,6370,0.111,0.0839,0.13,0.305,DPH5
57708,5330,0.125,0.1,0.131,0.306,MIER1
105379282,34.4,-0.124,0.202,0.131,0.306,NA
51742,3580,0.123,0.0985,0.132,0.308,ARID4B
5906,10400,0.117,0.0912,0.133,0.309,RAP1A
9095,85.6,-0.15,0.176,0.133,0.311,TBX19
619498,55.5,-0.139,0.196,0.134,0.312,NA
100996717,2220,-0.111,0.086,0.134,0.312,NOTCH2NLC
515,23700,0.091,0.0661,0.135,0.313,ATP5PB
26768,37.1,0.127,0.2,0.135,0.313,SNORA73B
112268225,78.4,0.148,0.182,0.136,0.314,NA
7678,2220,0.107,0.0819,0.136,0.315,ZNF124
3020,8490,-0.0877,0.0638,0.137,0.316,H3-3A
80263,2430,0.102,0.0768,0.138,0.318,TRIM45
128272,94.8,-0.147,0.176,0.139,0.32,ARHGEF19
8672,25700,0.09,0.0662,0.139,0.32,EIF4G3
6047,26.4,-0.105,0.196,0.139,0.32,RNF4
25778,7700,0.0884,0.0647,0.139,0.32,DSTYK
11147,707,0.12,0.0982,0.14,0.32,ANKRD13C-DT
100847090,42.5,-0.124,0.199,0.14,0.32,MIR5187
80835,152,-0.147,0.17,0.14,0.32,TAS1R1
106479023,10.5,-0.0728,0.185,0.141,NA,H2BP1
112268235,329,0.13,0.114,0.141,0.323,NA
5546,5300,-0.11,0.0871,0.143,0.325,PRCC
2947,6440,0.0899,0.0667,0.143,0.325,GSTM3
440738,109,0.146,0.17,0.143,0.325,MAP1LC3C
103344928,118,-0.145,0.172,0.143,0.325,KIAA1614-AS1
100506730,1290,0.113,0.0906,0.143,0.325,NA
829,19400,0.109,0.087,0.144,0.325,CAPZA1
107985209,219,-0.14,0.136,0.144,0.325,ARHGEF2-AS2
91408,8180,-0.102,0.0786,0.144,0.325,BTF3L4
55223,1150,-0.13,0.115,0.144,0.326,TRIM62
81888,255,-0.142,0.142,0.145,0.326,HYI
692196,327,0.133,0.121,0.145,0.326,NA
105378763,28.9,0.11,0.196,0.145,0.326,LINC01748
6271,150,0.144,0.154,0.145,0.326,S100A1
5279,3200,0.101,0.0783,0.145,0.326,PIGC
105378751,21.3,0.0851,0.189,0.145,NA,NA
94162,29.6,-0.11,0.196,0.146,0.327,SNORD38A
9453,2650,0.113,0.0908,0.146,0.327,GGPS1
55437,343,0.129,0.114,0.146,0.327,STRADB
105373106,76,0.144,0.179,0.146,0.327,NA
